19.02	101.61	107.27	0.23	2.13	0.91	2.34	2.09	4.81	3.53
18.93	98.77	130.78	0.19	1.66	0.27	-1.84	2.53	-7.94	4.43
22.98	108.83	9.76	0.03	8.60	-3.86	-0.21	11.85	-4.55	9.35
26.62	104.31	6.15	0.32	3.80	0.69	-2.56	0.01	0.33	1.47
23.10	107.11	28.18	0.20	3.00	0.68	-0.92	7.41	-2.88	1.11
11.69	117.13	45.97	0.02	8.16	11.78	-0.44	10.21	-1.08	7.23
15.74	111.99	61.87	0.07	2.74	-0.07	-0.13	7.46	-5.60	5.42
15.32	116.62	58.96	0.34	2.55	-0.21	0.71	1.62	-3.53	2.42
21.39	110.71	96.46	0.07	2.35	-0.74	0.18	8.84	-0.77	6.95
20.30	106.63	97.87	0.23	1.98	-0.01	-1.56	3.57	-6.85	2.60
17.69	101.19	108.36	0.04	2.61	0.01	1.30	6.17	5.69	9.98
18.79	114.87	121.01	0.23	1.87	-0.65	1.97	2.02	-4.89	3.53
18.89	104.48	128.41	0.02	3.06	3.00	-3.80	5.67	0.87	10.55
19.96	135.01	17.81	0.06	5.68	0.63	-0.71	6.45	0.06	7.07
10.26	119.73	34.95	0.16	3.06	0.25	-0.35	2.17	-3.19	2.64
22.61	121.27	55.92	0.51	4.28	-0.65	-1.86	1.06	-0.11	1.02
19.17	125.39	75.33	0.29	3.27	1.52	4.16	1.42	1.10	1.93
21.83	120.74	92.60	0.29	2.04	0.07	-1.02	1.29	-1.97	2.53
16.52	121.32	96.60	0.33	0.00	-3.73	1.60	4.43	0.93	-0.17
13.61	125.19	116.02	0.19	2.07	-1.61	2.36	2.48	-3.14	1.16
23.13	124.49	126.25	0.03	5.05	3.35	-0.57	7.70	-1.15	8.92
21.75	133.57	134.71	0.29	1.59	-0.70	2.95	1.44	-9.57	9.26
18.27	148.00	-4.05	1.11	3.50	0.06	-1.06	7.99	5.04	16.45
26.69	141.00	24.11	1.80	3.36	0.53	1.52	2.71	0.48	2.52
11.96	131.71	30.04	0.27	2.92	0.94	-1.65	3.22	-6.57	2.52
14.17	136.67	30.35	0.07	3.98	1.77	-0.16	9.73	-2.03	4.02
18.83	124.93	70.95	0.02	8.54	1.96	-2.45	10.13	0.90	9.73
19.44	138.37	134.39	0.13	2.54	-1.25	-0.00	9.38	-2.82	5.22
20.22	131.01	140.17	0.41	1.56	-0.03	-2.74	0.99	0.45	8.52
30.80	0.62	2.10	0.02	8.16	6.81	-6.03	8.99	-3.50	10.57
29.46	-0.26	15.23	0.01	10.27	-1.82	-1.14	10.14	-3.47	13.31
36.12	2.31	28.64	0.19	3.03	0.46	5.85	0.80	4.07	10.93
16.15	-2.69	57.16	0.42	2.56	5.42	-1.14	5.43	-0.49	1.09
23.02	1.10	61.72	0.03	7.45	-7.95	-0.34	10.09	0.56	9.22
34.48	4.96	85.00	0.23	3.11	-2.97	0.47	1.85	-0.27	1.65
20.29	8.88	81.09	0.70	3.91	-1.54	2.89	1.23	-0.55	1.80
25.36	8.00	111.12	0.14	1.80	-0.25	-0.04	2.77	-2.54	7.98
21.58	3.23	122.42	0.36	1.92	0.37	-3.75	1.24	-4.12	8.98
34.03	15.21	29.22	0.02	6.09	-1.42	1.98	14.00	2.05	10.09
23.00	10.94	40.14	0.01	8.68	-2.01	5.24	14.26	-1.45	3.84
27.53	11.06	60.46	0.26	2.78	0.54	1.65	2.23	6.21	3.15
26.24	15.27	62.36	0.12	1.62	0.39	0.52	5.78	3.31	3.54
29.61	13.07	88.37	0.01	7.88	-2.41	0.58	9.74	10.40	7.57
19.88	8.70	108.89	0.02	6.44	-5.66	-3.29	9.37	-6.32	6.07
26.71	38.60	2.46	0.02	9.23	-2.19	-6.36	14.43	4.18	8.96
25.66	35.08	8.40	0.05	6.06	6.26	-6.48	3.29	-5.95	2.59
27.04	26.20	38.78	0.03	3.58	1.35	-7.56	4.20	-2.02	5.95
26.01	27.57	38.19	0.38	0.06	3.15	-3.81	0.17	-0.13	2.82
27.24	26.81	59.13	0.03	3.25	-1.18	0.66	15.80	-12.08	9.48
21.43	40.30	73.99	0.25	2.29	0.50	-1.41	1.65	3.88	2.67
22.79	37.18	85.75	0.02	8.11	-3.64	1.74	9.48	-0.26	10.91
29.60	37.06	98.27	0.07	2.96	-6.53	3.27	8.27	-2.98	2.09
35.61	26.48	102.27	0.02	5.00	-2.86	-4.22	12.37	1.67	10.27
32.02	32.49	116.54	0.35	2.40	3.18	4.88	3.88	5.69	1.87
35.71	41.03	136.84	0.05	2.66	-0.87	-0.12	7.83	-8.55	8.92
